link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall)
https://tiktok.com/v50,pantene_official,Pantene,Beauty and Wellbeing,2024-02-11,Mikro,False,338943,10708,instagram,other say,23,Retro-futuristic,Bright and saturated,Soft/Diffused,None,0,N/A,Experience the power of premium quality with our latest innovation.,Standard/Expected,Security,Premium quality,Learn more,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Clearly Staged/Aspirational,3,Introduces a relatable problem,Facial Close-up of Talent,Sudden Silence followed by sound,No,Humor,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v51,vaseline_official,Vaseline,Beauty and Wellbeing,2024-02-29,Mikro,True,448088,6130,instagram,brand say,21,Avant-garde,"Cool tones (blues, greens)",Natural daylight,Narrator Only (unseen),0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Fresh Take on Familiar,Joy,Healthier lifestyle,Visit store,None,Moderate & Engaging,Fictional/Fantastical,5,Presents an intriguing visual,Shocking/Unexpected Event,Whispered confession,No,Confusion,Slow/Deliberate,Effective but Standard
https://tiktok.com/v52,dove_official,Dove,Beauty and Wellbeing,2024-03-18,Mikro,True,4630568,177489,instagram,other say,17,Futuristic,Neon Glow,Soft/Diffused,Animated/CGI Character,5+,Mixed,Experience the power of time-saving convenience with our latest innovation.,Clichéd/Uninspired,Aspiration,Time-saving convenience,Share content,High - likely to provoke discussion/change - Promotes inclusivity,Profound & Evocative,Highly Authentic/Raw,3,Displays a startling fact,Direct Product Close-up,Dialogue snippet,Yes - 'How to?',Surprise,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v53,sunlight_official,Sunlight,Home Care,2024-06-22,Mikro,True,1452757,42281,instagram,other say,29,Minimalist,"Warm tones (reds, oranges)",Expressive shadows,Animated/CGI Character,2,Mixed,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Humor,Instant results,Follow social media,Low - incidental - Focuses on sustainability,Profound & Evocative,Clearly Staged/Aspirational,3,Poses a direct question,Text-heavy Introduction,Direct Voiceover Question,Yes - 'The Secret',Anticipation,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v54,rinso_official,Rinso,Home Care,2024-04-06,Nano,True,184975,8939,instagram,brand say,49,Cinematic,High contrast,Bright/Overhead,Professional Actor,5+,Diverse family unit,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Security,Time-saving convenience,Learn more,Low - incidental - Promotes inclusivity,Moderate & Engaging,Clearly Staged/Aspirational,4,Showcases a desired outcome,Aspirational Lifestyle Scene,Direct Voiceover Question,Yes - 'How to?',Empathy,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v55,molto_official,Molto,Home Care,2024-01-22,Nano,True,271014,5803,instagram,brand say,29,Documentary-style,"Cool tones (blues, greens)",Theatrical spotlights,Brand Founder/CEO,1,Middle-aged professional male,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Security,Premium quality,General brand awareness,None,Moderate & Engaging,Fictional/Fantastical,5,Poses a direct question,Facial Close-up of Talent,Sudden Silence followed by sound,No,Anticipation,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v56,scarlett_official,Scarlett,Beauty and Wellbeing,2024-06-23,Mikro,False,30855,1000,instagram,other say,26,Retro-futuristic,High contrast,Bright/Overhead,Brand Founder/CEO,3,Gen Z explorer,Experience the power of eco-friendly production with our latest innovation.,Highly Original/Unexpected,Empowerment,Eco-friendly production,Sign up,Moderate - raises awareness - Focuses on sustainability,Surface-level/Fleeting,Perceived as Real,5,Presents an intriguing visual,Facial Close-up of Talent,Abrupt Music Start,No,Curiosity,Static Shot,Effective but Standard
https://tiktok.com/v57,rinso_official,Rinso,Home Care,2024-06-29,Makro,True,264731,9865,instagram,brand say,24,Futuristic,Pastels,Expressive shadows,Mixed,3,Children,Experience the power of healthier lifestyle with our latest innovation.,Highly Original/Unexpected,Nostalgia,Healthier lifestyle,Learn more,Low - incidental - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,3,Displays a startling fact,Aspirational Lifestyle Scene,Direct Voiceover Question,Yes - 'Limited Offer',Humor,Slow/Deliberate,Effective but Standard
https://tiktok.com/v58,super_pell_official,Super Pell,Home Care,2024-06-29,Makro,True,402696,9352,instagram,brand say,28,Avant-garde,Neon Glow,Colored gels,Real Customer/User,5+,Mixed,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Time-saving convenience,None,Low - incidental - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,3,Displays a startling fact,Facial Close-up of Talent,Dialogue snippet,Yes - 'Stop!',Curiosity,Static Shot,Confusing/Ineffective
https://tiktok.com/v59,downy_official,Downy,Home Care,2024-02-14,Mega,False,362691,16664,instagram,other say,54,Gritty,Bright and saturated,Colored gels,None,0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Clichéd/Uninspired,Fear of Missing Out,Long-lasting moisture,None,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Fictional/Fantastical,3,Showcases a desired outcome,Problem Setup Scene,Whispered confession,No,Confusion,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v60,dove_official,Dove,Beauty and Wellbeing,2024-07-16,Mikro,True,880749,27539,instagram,other say,15,Abstract,"Cool tones (blues, greens)",Theatrical spotlights,Animal,3,N/A,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Security,Time-saving convenience,Share content,High - likely to provoke discussion/change - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,3,Poses a direct question,Direct Product Close-up,Sudden Silence followed by sound,No,Curiosity,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v61,rinso_official,Rinso,Home Care,2024-04-02,Mega,True,706230,23256,instagram,other say,44,Cartoonish,Earthy neutrals,Soft/Diffused,Real Customer/User,3,Corporate professional,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Empathy,Eco-friendly production,Sign up,Moderate - raises awareness - Promotes inclusivity,Purely Functional/None,Fictional/Fantastical,5,Poses a direct question,Problem Setup Scene,Abrupt Music Start,No,Urgency,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v62,lux_official,Lux,Beauty and Wellbeing,2024-03-08,Mega,True,124993,1271,instagram,other say,21,Surreal,"Cool tones (blues, greens)",High-key,Animal,3,N/A,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Empathy,Unbeatable price,Visit store,Low - incidental - Promotes inclusivity,Moderate & Engaging,Highly Authentic/Raw,5,Showcases a desired outcome,Direct Product Close-up,Abrupt Music Start,No,Surprise,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v63,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-27,Mega,False,45490,479,instagram,other say,49,Futuristic,Pastels,Soft/Diffused,Mixed,2,Diverse family unit,Experience the power of long-lasting moisture with our latest innovation.,Highly Original/Unexpected,Excitement,Long-lasting moisture,Visit store,None,Purely Functional/None,Highly Authentic/Raw,4,Showcases a desired outcome,Shocking/Unexpected Event,Sudden Silence followed by sound,No,Confusion,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v64,vaseline_official,Vaseline,Beauty and Wellbeing,2024-06-04,Mega,True,574049,25387,instagram,other say,39,Minimalist,Pastels,Dramatic/High contrast,Professional Actor,2,Middle-aged professional male,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Trust,Long-lasting moisture,Share content,None,Profound & Evocative,Clearly Staged/Aspirational,4,Displays a startling fact,Shocking/Unexpected Event,Intriguing Sound Effects,Yes - 'Wait...',Empathy,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v65,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-03-19,Nano,True,525292,5662,instagram,other say,60,Documentary-style,Monochromatic,Soft/Diffused,Employee,2,Middle-aged professional male,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Empathy,Time-saving convenience,Sign up,Low - incidental - Challenges gender norms,Purely Functional/None,Deliberately Stylized Realism,5,Presents an intriguing visual,Text-heavy Introduction,Abrupt Music Start,Yes - 'Limited Offer',Humor,Static Shot,Confusing/Ineffective
https://tiktok.com/v66,attack_official,Attack,Home Care,2024-03-01,Makro,False,1369961,35642,instagram,brand say,18,Abstract,Bright and saturated,Low-key,Employee,2,Elderly couple,Experience the power of premium quality with our latest innovation.,Clichéd/Uninspired,Trust,Premium quality,Purchase now,None,Profound & Evocative,Clearly Staged/Aspirational,3,Presents an intriguing visual,Aspirational Lifestyle Scene,Upbeat Jingle,Yes - 'The Secret',Urgency,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v67,vanish_official,Vanish,Home Care,2024-04-24,Mega,False,536710,25621,instagram,other say,40,Cinematic,"Cool tones (blues, greens)",High-key,Animated/CGI Character,3,Diverse family unit,Experience the power of time-saving convenience with our latest innovation.,Standard/Expected,Trust,Time-saving convenience,General brand awareness,None,Purely Functional/None,Clearly Staged/Aspirational,5,Displays a startling fact,Aspirational Lifestyle Scene,Intriguing Sound Effects,Yes - 'Limited Offer',Empathy,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v68,wipol_official,Wipol,Home Care,2024-02-18,Makro,True,697171,31185,instagram,brand say,15,Surreal,High contrast,High-key,Animated/CGI Character,5+,Middle-aged professional male,Experience the power of eco-friendly production with our latest innovation.,Fresh Take on Familiar,Empathy,Eco-friendly production,General brand awareness,Low - incidental - Challenges gender norms,Surface-level/Fleeting,Highly Authentic/Raw,5,Presents an intriguing visual,Facial Close-up of Talent,Sudden Silence followed by sound,No,Urgency,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v69,sunlight_official,Sunlight,Home Care,2024-01-18,Mega,True,2025736,98324,instagram,other say,26,Vibrant,Monochromatic,Theatrical spotlights,Animal,1,N/A,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Excitement,Long-lasting moisture,Learn more,None,Purely Functional/None,Highly Authentic/Raw,4,Showcases a desired outcome,Intriguing/Abstract Visual,Abrupt Music Start,No,Anticipation,Static Shot,Effective but Standard
https://tiktok.com/v70,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-07-19,Mikro,True,907939,19106,instagram,brand say,16,Minimalist,Bright and saturated,Bright/Overhead,Animated/CGI Character,1,Corporate professional,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Empathy,Unbeatable price,Download app,None,Surface-level/Fleeting,Highly Authentic/Raw,3,Introduces a relatable problem,Problem Setup Scene,Sudden Silence followed by sound,No,Humor,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v71,wipol_official,Wipol,Home Care,2024-02-08,Makro,True,1397906,15458,instagram,brand say,41,Retro-futuristic,Muted Vintage,Colored gels,Real Customer/User,3,Mixed,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Security,Healthier lifestyle,Share content,High - likely to provoke discussion/change - Promotes inclusivity,Surface-level/Fleeting,Fictional/Fantastical,5,Displays a startling fact,Text-heavy Introduction,Abrupt Music Start,Yes - 'Limited Offer',Surprise,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v72,vanish_official,Vanish,Home Care,2024-02-02,Mega,False,256241,3692,instagram,brand say,59,Retro-futuristic,Pastels,Soft/Diffused,Brand Founder/CEO,3,Gen Z explorer,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Empowerment,Enhanced connectivity,Learn more,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Deliberately Stylized Realism,4,Displays a startling fact,Shocking/Unexpected Event,Sudden Silence followed by sound,Yes - 'Stop!',Curiosity,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v73,sunlight_official,Sunlight,Home Care,2024-07-17,Nano,True,48945,2235,instagram,brand say,60,Abstract,"Cool tones (blues, greens)",Dramatic/High contrast,Animal,2,N/A,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Security,Healthier lifestyle,Follow social media,None,Moderate & Engaging,Highly Authentic/Raw,5,Introduces a relatable problem,Text-heavy Introduction,Whispered confession,Yes - 'Wait...',Humor,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v74,molto_official,Molto,Home Care,2024-04-05,Nano,True,626534,20975,instagram,brand say,49,Abstract,"Cool tones (blues, greens)",Bright/Overhead,Professional Actor,2,Young adult female,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Empowerment,Instant results,Visit store,Moderate - raises awareness - Focuses on sustainability,Profound & Evocative,Fictional/Fantastical,5,Displays a startling fact,Problem Setup Scene,Abrupt Music Start,No,Calmness,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v75,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-06-03,Mega,True,187016,4137,instagram,other say,15,Futuristic,High contrast,Dramatic/High contrast,Mixed,5+,Children,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Trust,Enhanced connectivity,Share content,Low - incidental - Challenges gender norms,Surface-level/Fleeting,Deliberately Stylized Realism,3,Showcases a desired outcome,Problem Setup Scene,Dialogue snippet,Yes - 'Limited Offer',Empathy,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v76,sunlight_official,Sunlight,Home Care,2024-06-17,Mega,True,648136,27003,instagram,other say,24,Cartoonish,Monochromatic,Colored gels,Mixed,1,Children,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Fear of Missing Out,Unbeatable price,Learn more,None,Profound & Evocative,Highly Authentic/Raw,4,Introduces a relatable problem,Text-heavy Introduction,Abrupt Music Start,Yes - 'The Secret',Empathy,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v77,mama_lemon_official,Mama Lemon,Home Care,2024-01-22,Mega,False,570456,21402,instagram,other say,20,Futuristic,Bright and saturated,Colored gels,Mixed,1,Elderly couple,Experience the power of premium quality with our latest innovation.,Standard/Expected,Aspiration,Premium quality,Download app,Moderate - raises awareness - Focuses on sustainability,Purely Functional/None,Clearly Staged/Aspirational,3,Displays a startling fact,Facial Close-up of Talent,Intriguing Sound Effects,Yes - 'Wait...',Confusion,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v78,vanish_official,Vanish,Home Care,2024-03-28,Mikro,False,198755,6091,instagram,other say,47,Avant-garde,High contrast,High-key,Real Customer/User,2,Gen Z explorer,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Empowerment,Long-lasting moisture,Sign up,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Clearly Staged/Aspirational,5,Showcases a desired outcome,Intriguing/Abstract Visual,Abrupt Music Start,Yes - 'How to?',Calmness,Static Shot,Highly Unique & Effective
