link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall),Audio__Primary Audio Composition,Audio__Music Presence,Audio__Music Genre/Style
https://www.tiktok.com/@rezanofrianti6/video/7601390374275386631,Dummy Value,Glad2glow,Beauty Wellbeing,2026-01-31,Nano,False,109.0,6.0,Tiktok,Other Say,17.0,"Clean, Product-focused","Pastel, neutral with pops of yellow and green",Dummy Value,User/Hand model,,Dummy Value,"The video promotes Glad2Glow Yuja 377 Dark Spot Moisturizer, emphasizing its effectiveness against stubborn dark spots and its ability to even out skin tone despite having a light texture.",Dummy Value,"Confidence, hope for clear skin","Lightens dark spots, evens skin tone, boosts hydration",Yuk cobain,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601557457051094280,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,106.0,6.0,Tiktok,Other Say,15.0,"Direct, testimonial","Warm tones (yellow, beige)",Dummy Value,Micro KOL,1,Dummy Value,"A young woman promotes Sunsilk hair cream, claiming it makes her hair soft and boosts her confidence, encouraging viewers to try it for themselves.",Dummy Value,"Confidence, self-assurance","Soft hair, confidence, peace of mind",Implied: 'You guys should try it too',No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601464098559184146,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,93.0,8.0,Tiktok,Other Say,15.0,"Direct, Product-focused","Warm tones (yellow, pink, white)",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman promoting Sunsilk Power Shot Smooth, stating that it makes hair smoother, neater, and boosts confidence, suggesting its use before meeting 'Fuji'.",Dummy Value,"Confidence, Self-assurance","Smooth hair, neat hair, increased confidence",Implicit call to use the product ('Don't meet Fuji before this'),No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with voiceover,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601509287877152018,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,184.0,13.0,Tiktok,Other Say,15.0,"Casual, personal","Warm tones (yellow, pink, peach)",Dummy Value,Micro KOL,1,Dummy Value,"The ad encourages viewers to stop scrolling and highlights the importance of using Sunsilk Smooth hair mask to ensure their hair is soft and neat, especially before an important meeting or event, specifically mentioning 'ketemu Fuji' (meeting Fuji).",Dummy Value,"Confidence, self-care, looking presentable",Makes hair soft and neat/smooth,,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601241819971702024,Dummy Value,Pwb,Beauty Wellbeing,2026-01-31,Nano,True,93.0,5.0,Tiktok,Other Say,15.0,User-generated content style,"Soft, natural tones",Dummy Value,Micro KOL,1,Dummy Value,"The video discusses the choice between gel and cream moisturizers, highlighting a gel moisturizer for those who prefer lightweight and fast-absorbing options.",Dummy Value,Practicality,Lightweight and fast-absorbing formula,,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601231705835457799,Dummy Value,Pwb,Beauty Wellbeing,2026-01-31,Nano,True,103.0,7.0,Tiktok,Other Say,15.0,"Casual, self-recorded",Neutral with accents of blue and pink,Dummy Value,Micro KOL,1,Dummy Value,"The video highlights a POND'S product as a hydrating, non-sticky solution, addressing a common consumer concern about skincare products being too heavy or sticky.",Dummy Value,"Satisfaction, relief from discomfort",Hydrating but not sticky,,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601265905196158215,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,102.0,6.0,Tiktok,Other Say,15.0,User-generated,"Yellow, Red, Black, Beige",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights how wearing a hijab all day can make hair limp and dry, then introduces Sunsilk Silky Smooth hair cream as a solution to restore hair softness.",Dummy Value,"Confidence, Relief","Restores hair softness/smoothness, combats limpness and dryness from hijab wear.",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601497284831988999,Dummy Value,Pwb,Beauty Wellbeing,2026-01-31,Nano,True,83.0,4.0,Tiktok,Other Say,15.0,Demonstrative,"Light blue, black, red, white/beige",Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates the clear, light, and quickly absorbed gel texture of a Pond's moisturizer on the skin.",Dummy Value,"Practicality, efficacy","Gel texture, light, quick absorption",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@angellica2201/video/7601532312353787156,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Mega,True,119300.0,26856.0,Tiktok,Other Say,60.0,Vibrant,"Pink, yellow, white",Dummy Value,Micro KOL,2-5,Dummy Value,"The video promotes the 'Sunsilk Hair Debut Academy' event, highlighting various interactive stations that allow participants to experience K-pop idol styling and activities, ultimately promoting Sunsilk hair products for silky, smooth, and fragrant hair.",Dummy Value,Aspiration,"Silky, smooth, fragrant hair",Visit 'The Silky Shop' and attend the 'Sunsilk Hair Debut Academy' at specific locations and dates.,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601264787359550728,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,110.0,6.0,Tiktok,Other Say,16.0,User-Generated,"Warm tones, black, yellow",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman demonstrating a Sunsilk hair product that promises to keep hair smooth and tangle-free, even when covered by a hijab.",Dummy Value,"Confidence, convenience","Hair remains smooth, manageable, and anti-tangle, especially for hijab wearers.",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601238660293463303,Dummy Value,Pwb,Beauty Wellbeing,2026-01-31,Nano,True,113.0,6.0,Tiktok,Other Say,15.0,"Casual, Direct","Warm tones (background), Black (clothing), Light blue (product)",Dummy Value,Micro KOL,1,Dummy Value,"The video features a woman introducing a Pond's Hydro Fresh Gel moisturizer, emphasizing that moisturizers don't need to feel heavy, while still providing hydration and comfort.",Dummy Value,"Trust, Convenience, Satisfaction","Lightweight, hydrating, comfortable",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with music,Minimal,Dummy Value
https://www.facebook.com/reel/961161612971124/,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-31,Mega,True,13.0,2.0,Facebook,Brand Say,31.0,"Vibrant, Clean",Neutral with warm accents,Dummy Value,Actor/Model,1,Dummy Value,"The video promotes TRESemmé Keratin Smooth Serum for achieving salon-quality, sleek, and frizz-free hairstyles quickly for various events, showcasing three different ponytail looks.",Dummy Value,"Confidence, Readiness","Essential shine, salon-quality results, no appointment needed, sleek, never frizzy.","Indirect engagement, Encouragement",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@headandshouldersid/video/7601537800873266450,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-31,Macro,False,1320.0,25.0,Tiktok,Brand Say,16.0,Energetic,"Blue, White, Cream",Dummy Value,Employee,,Dummy Value,"The video features a group cheer promoting Head & Shoulders Scalpvengers, highlighting its benefits of 100% wet dandruff-free hair and itch protection, even on non-wash days.",Dummy Value,"Confidence, Team Spirit","100% wet dandruff-free, Itch protection, Protection even on non-wash days",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Speech with cheering,Yes,Dummy Value
https://www.tiktok.com/@sifanaqila/video/7601544568588422421,Dummy Value,Wardah,Beauty Wellbeing,2026-01-31,Nano,False,83.0,10.0,Tiktok,Other Say,11.0,Informative,Bright tones,Dummy Value,Employee,,Dummy Value,"The video promotes two variants of a gentle face wash, one for dull skin with bio-enzyme and glutathione, and another for oily skin with mugwort clay and vitamin C, highlighting their ability to clean effectively without drying the skin.",Dummy Value,"Confidence, Trust","Gentle cleansing without drying, brightening, oil control, pore cleansing",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601554618014878984,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,138.0,5.0,Tiktok,Other Say,15.0,User-generated,"Warm tones, light background",Dummy Value,Micro KOL,1,Dummy Value,The video features a woman introducing Sunsilk hair cream as an essential 'thin but important preparation' to achieve soft and healthy-looking hair.,Dummy Value,Confidence,Soft and healthy-looking hair,,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@nivea_id/video/7601129968290057490,Dummy Value,Nivea - Women,Personal Care,2026-01-31,Mega,False,11100.0,131.0,Tiktok,Brand Say,23.0,Bright,"Bright, neutral with pastel accents",Dummy Value,Actor,,Dummy Value,"The video illustrates a before-and-after scenario, showing how using NIVEA Deo Hijab Fresh transforms a person's dull and uncomfortable work experience into a joyful and fresh one, implying increased confidence and positive social interaction.",Dummy Value,"Happiness, relief, confidence.","Freshness, comfort, confidence, and improved mood for hijab wearers.",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601264334244678930,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,109.0,5.0,Tiktok,Other Say,15.0,"Direct, close-up","Yellow, black, red, light beige",Dummy Value,Micro KOL,1,Dummy Value,"The talent provides a tip for keeping hair comfortable, especially when wearing a hijab all day, recommending Sunsilk Cream Bath Silky Smooth for soft and comfortable hair.",Dummy Value,"Comfort, self-care","Hair stays soft and comfortable, even under a hijab all day",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with background music,Minimal,Dummy Value
https://www.facebook.com/reel/867924656119048,Dummy Value,Gal,Beauty Wellbeing,2026-01-31,Mega,True,381.0,6.0,Facebook,Brand Say,6.0,"Bright, natural","Green, white, yellow, pink",Dummy Value,Actor,,Dummy Value,The ad highlights the problem of constant sun exposure during campus activities and presents Glow & Lovely sunscreen as the solution for protection.,Dummy Value,"Confidence, relief, care",Sun protection (SPF 50 PA++++) and brightening (with Vitamin C),Try it! (COBAIN DEH!),No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/4276815422587537,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-31,Mega,True,111.0,3.0,Facebook,Brand Say,17.5,"Clean, modern, instructional","Warm tones, black, vibrant accents",Dummy Value,Actor,,Dummy Value,"The ad showcases TRESemmé Keratinbond+ Serum as a solution for maintaining sleek, frizz-free hair throughout a busy day, providing an all-day shield and professional shine for various occasions.",Dummy Value,"Confidence, readiness, professionalism","Frizz control, professional shine, sleekness, all-day hair protection",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601557808307391751,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,105.0,6.0,Tiktok,Other Say,15.0,User-Generated,"Warm tones (yellow, pink)",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights that achieving good hair doesn't have to be complicated, presenting Sunsilk hair cream as an easy solution for smooth and manageable hair.",Dummy Value,"Convenience, simplicity, confidence",Easy to use for smooth and manageable hair,,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@sunsilkid/video/7601453369613470983,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Mega,True,5527.0,32.0,Tiktok,Brand Say,26.0,Vibrant,"Pink, magenta, yellow, white",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights a step-by-step hair care routine using Sunsilk products, specifically emphasizing the conditioner's ability to lock in softness and moisture due to its amino acid content.",Dummy Value,"Desire for soft, healthy, and fragrant hair; confidence","Softness, moisture, hair nourishment, strengthening hair bonds, long-lasting fragrance",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with background music,No,Dummy Value
https://www.facebook.com/reel/753706201131443,Dummy Value,Makarizo,Beauty Wellbeing,2026-01-31,Macro,False,387.0,0.0,Facebook,Other Say,20.0,"Bright, informative, product-focused","Browns (hair, product), greens (foliage), whites/light grays",Dummy Value,Unidentified model/influencer,1,Dummy Value,"The ad promotes Makariyo Hair Energy Easy Colourz as a hair dye that prevents dryness and adds shine, featuring keratin, coconut oil, and an ammonia-free formula for salon-quality results at home.",Dummy Value,"Confidence in appearance, satisfaction with results, trust in product quality.","Non-drying hair color, adds shine, contains keratin and coconut oil, ammonia-free, salon-like results.",Yuk segera check out sekarang (Let's check out now),No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601242107235306759,Dummy Value,Pwb,Beauty Wellbeing,2026-01-31,Nano,True,106.0,7.0,Tiktok,Other Say,15.0,"Informational, User-Generated","Warm tones, light blue (product)",Dummy Value,Micro KOL,1,Dummy Value,"The video advises viewers with dehydrated skin to choose their moisturizer carefully, highlighting a Pond's product as a good option that provides hydration without feeling heavy.",Dummy Value,"Trust, problem-solving, confidence",Hydrating without a heavy feel,,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601556076709956871,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-31,Nano,True,96.0,4.0,Tiktok,Other Say,15.0,Bright,Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"The video states that neat hair leads to increased confidence, and Sunsilk Silky Smooth hair cream helps achieve smooth hair that is nice to touch, boosting confidence.",Dummy Value,"Confidence, self-esteem","Smooth hair, easy to manage hair, increased confidence",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.facebook.com/reel/2071552963700388/,Dummy Value,Gal,Beauty Wellbeing,2026-01-31,Mega,True,31.0,3.0,Facebook,Brand Say,6.0,Vibrant,"Warm tones (yellow, green), natural light",Dummy Value,Influencer,1,Dummy Value,"The video addresses the problem of skin dullness from outdoor content creation and presents Glow & Lovely sunscreen as the solution for bright, protected skin.",Dummy Value,"Confidence, relief",Sun protection (SPF 50 PA++++) and prevention of dullness for brighter skin.,Try now,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
